Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Unity.exe Stop Duration (s),Buffer Size,Jitter Magnitude,Policy,baseLength
1,'2025-01-31 00:09:06,'2025-01-31 00:10:26,3.81,65,9.805985927581787,80.64041566848755,1.29,10,15,0,3
2,'2025-01-31 00:10:26,'2025-01-31 00:11:47,3.82,65,9.764212369918823,160.96742248535156,1.11,10,15,0,3
3,'2025-01-31 00:11:47,'2025-01-31 00:13:07,3.81,65,9.648749351501465,241.114248752594,1.1,10,15,0,3
4,'2025-01-31 00:13:07,'2025-01-31 00:14:27,3.83,65,9.662625312805176,321.3387219905853,1.1,10,15,0,3
5,'2025-01-31 00:14:27,'2025-01-31 00:15:47,3.82,65,9.700336456298828,401.5903263092041,1.1,10,15,0,3
6,'2025-01-31 00:15:47,'2025-01-31 00:17:08,3.82,65,9.75931453704834,481.9480309486389,1.1,10,15,0,3
7,'2025-01-31 00:17:08,'2025-01-31 00:18:28,3.81,65,9.66394329071045,562.1320495605469,1.1,10,15,0,3
8,'2025-01-31 00:18:28,'2025-01-31 00:19:48,3.78,65,9.72411584854126,642.4056329727173,1.1,10,15,0,3
9,'2025-01-31 00:19:48,'2025-01-31 00:21:08,3.81,65,9.701466083526611,722.6335418224335,1.1,10,15,0,3
10,'2025-01-31 00:21:08,'2025-01-31 00:22:29,3.8,65,9.710976839065552,802.9057581424713,1.1,10,15,0,3
11,'2025-01-31 00:22:29,'2025-01-31 00:23:49,3.8,65,9.716981410980225,883.1466591358185,1.1,10,15,0,3
12,'2025-01-31 00:23:49,'2025-01-31 00:25:09,3.77,65,9.68722152709961,963.3345274925232,1.1,10,15,0,3
13,'2025-01-31 00:25:09,'2025-01-31 00:26:29,3.8,65,9.679284811019897,1043.544527053833,1.1,10,15,0,3
14,'2025-01-31 00:26:29,'2025-01-31 00:27:49,3.8,65,9.69469428062439,1123.7263638973236,1.1,10,15,0,3
15,'2025-01-31 00:27:49,'2025-01-31 00:29:10,3.82,65,9.740822553634644,1203.983299255371,1.11,10,15,0,3
16,'2025-01-31 00:29:10,'2025-01-31 00:30:30,3.8,65,9.69670033454895,1284.2017197608948,1.1,10,15,0,3
17,'2025-01-31 00:30:30,'2025-01-31 00:31:50,3.79,65,9.68960428237915,1364.4329888820648,1.1,10,15,0,3
18,'2025-01-31 00:31:50,'2025-01-31 00:33:10,3.81,65,9.709728956222534,1444.6446874141693,1.11,10,15,0,3
19,'2025-01-31 00:33:10,'2025-01-31 00:34:31,3.8,65,9.7025887966156,1524.8318567276,1.1,10,15,0,3
20,'2025-01-31 00:34:31,'2025-01-31 00:35:51,3.81,65,9.765265703201294,1605.1090281009674,1.1,10,15,0,3
1,'2025-01-31 00:35:51,'2025-01-31 00:37:11,3.76,65,9.740952491760254,80.23711848258972,1.1,10,20,0,3
2,'2025-01-31 00:37:11,'2025-01-31 00:38:31,3.77,65,9.615631103515625,160.41041779518127,1.1,10,20,0,3
3,'2025-01-31 00:38:31,'2025-01-31 00:39:51,3.79,65,9.676767826080322,240.58463144302368,1.1,10,20,0,3
4,'2025-01-31 00:39:51,'2025-01-31 00:41:12,3.82,65,9.816170930862427,320.9230592250824,1.1,10,20,0,3
5,'2025-01-31 00:41:12,'2025-01-31 00:42:32,3.77,65,9.667081594467163,401.06474113464355,1.1,10,20,0,3
6,'2025-01-31 00:42:32,'2025-01-31 00:43:52,3.79,65,9.751817226409912,481.4032382965088,1.1,10,20,0,3
7,'2025-01-31 00:43:52,'2025-01-31 00:45:12,3.82,65,9.706402778625488,561.6227567195892,1.1,10,20,0,3
8,'2025-01-31 00:45:12,'2025-01-31 00:46:33,3.78,65,9.654892444610596,641.8138842582703,1.11,10,20,0,3
9,'2025-01-31 00:46:33,'2025-01-31 00:47:53,3.81,65,9.687864065170288,722.0136888027191,1.1,10,20,0,3
10,'2025-01-31 00:47:53,'2025-01-31 00:49:13,3.8,65,9.654757022857666,802.2377820014954,1.1,10,20,0,3
11,'2025-01-31 00:49:13,'2025-01-31 00:50:33,3.77,65,9.70109748840332,882.4471020698547,1.1,10,20,0,3
12,'2025-01-31 00:50:33,'2025-01-31 00:51:53,3.8,65,9.720174551010132,962.6658544540405,1.1,10,20,0,3
13,'2025-01-31 00:51:53,'2025-01-31 00:53:14,3.81,65,9.728503942489624,1042.9025020599365,1.1,10,20,0,3
14,'2025-01-31 00:53:14,'2025-01-31 00:54:34,3.78,65,9.671189785003662,1123.0558586120605,1.1,10,20,0,3
15,'2025-01-31 00:54:34,'2025-01-31 00:55:54,3.83,65,9.66236925125122,1203.3020195960999,1.1,10,20,0,3
16,'2025-01-31 00:55:54,'2025-01-31 00:57:14,3.84,65,9.711723804473877,1283.555428981781,1.1,10,20,0,3
17,'2025-01-31 00:57:14,'2025-01-31 00:58:34,3.79,65,9.61876916885376,1363.6580431461334,1.1,10,20,0,3
18,'2025-01-31 00:58:34,'2025-01-31 00:59:55,3.81,65,9.777751445770264,1443.9848992824554,1.1,10,20,0,3
19,'2025-01-31 00:59:55,'2025-01-31 01:01:15,3.81,65,9.711883783340454,1524.2357378005981,1.1,10,20,0,3
20,'2025-01-31 01:01:15,'2025-01-31 01:02:35,3.8,65,9.708375692367554,1604.4638106822968,1.1,10,20,0,3
1,'2025-01-31 01:02:35,'2025-01-31 01:03:55,3.3,65,9.718852043151855,79.75376987457275,1.1,10,0,0,3
2,'2025-01-31 01:03:55,'2025-01-31 01:05:15,3.31,65,9.71218228340149,159.479882478714,1.11,10,0,0,3
3,'2025-01-31 01:05:15,'2025-01-31 01:06:35,3.4,65,9.779960632324219,239.38193774223328,1.1,10,0,0,3
4,'2025-01-31 01:06:35,'2025-01-31 01:07:54,3.28,65,9.708199262619019,319.05245995521545,1.11,10,0,0,3
5,'2025-01-31 01:07:54,'2025-01-31 01:09:14,3.28,65,9.67910623550415,398.7332751750946,1.1,10,0,0,3
6,'2025-01-31 01:09:14,'2025-01-31 01:10:34,3.27,65,9.718918085098267,478.4129078388214,1.1,10,0,0,3
7,'2025-01-31 01:10:34,'2025-01-31 01:11:53,3.28,65,9.69211745262146,558.0824158191681,1.1,10,0,0,3
8,'2025-01-31 01:11:53,'2025-01-31 01:13:13,3.28,65,9.699632406234741,637.7824957370758,1.1,10,0,0,3
9,'2025-01-31 01:13:13,'2025-01-31 01:14:33,3.28,65,9.693907260894775,717.4524567127228,1.1,10,0,0,3
10,'2025-01-31 01:14:33,'2025-01-31 01:15:52,3.29,65,9.702434301376343,797.1366028785706,1.1,10,0,0,3
11,'2025-01-31 01:15:52,'2025-01-31 01:17:12,3.31,65,9.664222955703735,876.843540430069,1.1,10,0,0,3
12,'2025-01-31 01:17:12,'2025-01-31 01:18:32,3.27,65,9.732755422592163,956.5694816112518,1.1,10,0,0,3
13,'2025-01-31 01:18:32,'2025-01-31 01:19:51,3.29,65,9.583744287490845,1036.1293025016785,1.1,10,0,0,3
14,'2025-01-31 01:19:51,'2025-01-31 01:21:11,3.31,65,9.72083592414856,1115.916119337082,1.11,10,0,0,3
15,'2025-01-31 01:21:11,'2025-01-31 01:22:31,3.29,65,9.645990133285522,1195.5657269954681,1.1,10,0,0,3
16,'2025-01-31 01:22:31,'2025-01-31 01:23:51,3.29,65,9.654714345932007,1275.2391412258148,1.1,10,0,0,3
17,'2025-01-31 01:23:51,'2025-01-31 01:25:10,3.28,65,9.724050521850586,1355.029084444046,1.1,10,0,0,3
18,'2025-01-31 01:25:10,'2025-01-31 01:26:30,3.28,65,9.712156295776367,1434.754002571106,1.1,10,0,0,3
19,'2025-01-31 01:26:30,'2025-01-31 01:27:50,3.29,65,9.733202695846558,1514.464778661728,1.1,10,0,0,3
20,'2025-01-31 01:27:50,'2025-01-31 01:29:09,3.29,65,9.681259632110596,1594.1350512504578,1.1,10,0,0,3
1,'2025-01-31 01:29:09,'2025-01-31 01:30:30,3.78,65,9.78847861289978,80.29955506324768,1.1,10,15,2,6
2,'2025-01-31 01:30:30,'2025-01-31 01:31:50,3.81,65,9.682827234268188,160.53302121162415,1.1,10,15,2,6
3,'2025-01-31 01:31:50,'2025-01-31 01:33:10,3.81,65,9.627532720565796,240.76361632347107,1.11,10,15,2,6
4,'2025-01-31 01:33:10,'2025-01-31 01:34:30,3.77,65,9.828217506408691,321.0805971622467,1.1,10,15,2,6
5,'2025-01-31 01:34:30,'2025-01-31 01:35:51,3.79,65,9.685222864151001,401.29276990890503,1.1,10,15,2,6
6,'2025-01-31 01:35:51,'2025-01-31 01:37:11,3.81,65,9.692523956298828,481.52866554260254,1.1,10,15,2,6
7,'2025-01-31 01:37:11,'2025-01-31 01:38:31,3.82,65,9.695754766464233,561.796323299408,1.1,10,15,2,6
8,'2025-01-31 01:38:31,'2025-01-31 01:39:51,3.79,65,9.672266006469727,641.985196352005,1.1,10,15,2,6
9,'2025-01-31 01:39:51,'2025-01-31 01:41:12,3.79,65,9.712949514389038,722.2317464351654,1.1,10,15,2,6
10,'2025-01-31 01:41:12,'2025-01-31 01:42:32,3.77,65,9.708577871322632,802.4123115539551,1.1,10,15,2,6
11,'2025-01-31 01:42:32,'2025-01-31 01:43:52,3.79,65,9.721391916275024,882.6741459369659,1.1,10,15,2,6
12,'2025-01-31 01:43:52,'2025-01-31 01:45:13,4.36,65,9.705666542053223,963.4376430511475,1.1,10,15,2,6
13,'2025-01-31 01:45:13,'2025-01-31 01:46:33,4.19,65,9.724866390228271,1044.0897579193115,1.1,10,15,2,6
14,'2025-01-31 01:46:33,'2025-01-31 01:47:54,4.02,65,9.711335897445679,1124.5277843475342,1.11,10,15,2,6
15,'2025-01-31 01:47:54,'2025-01-31 01:49:14,3.87,65,9.704244613647461,1204.8306696414948,1.1,10,15,2,6
16,'2025-01-31 01:49:14,'2025-01-31 01:50:35,4.15,65,9.711058616638184,1285.379070520401,1.1,10,15,2,6
17,'2025-01-31 01:50:35,'2025-01-31 01:51:55,3.77,65,9.690699338912964,1365.5576241016388,1.1,10,15,2,6
18,'2025-01-31 01:51:55,'2025-01-31 01:53:15,3.81,65,9.642221927642822,1445.7522268295288,1.1,10,15,2,6
19,'2025-01-31 01:53:15,'2025-01-31 01:54:35,3.78,65,9.697529077529907,1525.916949748993,1.11,10,15,2,6
20,'2025-01-31 01:54:35,'2025-01-31 01:55:56,3.77,65,9.722264766693115,1606.102710723877,1.11,10,15,2,6
1,'2025-01-31 01:55:56,'2025-01-31 01:57:16,3.8,65,9.76082158088684,80.2509114742279,1.1,10,20,2,6
2,'2025-01-31 01:57:16,'2025-01-31 01:58:36,3.78,65,9.591968297958374,160.3081657886505,1.1,10,20,2,6
3,'2025-01-31 01:58:36,'2025-01-31 01:59:56,3.79,65,9.694024324417114,240.5158166885376,1.1,10,20,2,6
4,'2025-01-31 01:59:56,'2025-01-31 02:01:16,3.79,65,9.662704706192017,320.7120282649994,1.11,10,20,2,6
5,'2025-01-31 02:01:16,'2025-01-31 02:02:36,3.79,65,9.662363767623901,400.895072221756,1.1,10,20,2,6
6,'2025-01-31 02:02:36,'2025-01-31 02:03:57,3.79,65,9.723898649215698,481.136843919754,1.1,10,20,2,6
7,'2025-01-31 02:03:57,'2025-01-31 02:05:17,3.8,65,9.728018283843994,561.3947739601135,1.1,10,20,2,6
8,'2025-01-31 02:05:17,'2025-01-31 02:06:37,3.9,65,9.746944665908813,641.762748003006,1.1,10,20,2,6
9,'2025-01-31 02:06:37,'2025-01-31 02:07:57,3.8,65,9.706152439117432,721.9682352542877,1.1,10,20,2,6
10,'2025-01-31 02:07:57,'2025-01-31 02:09:18,3.79,65,9.751985788345337,802.2546362876892,1.1,10,20,2,6
11,'2025-01-31 02:09:18,'2025-01-31 02:10:38,3.81,65,9.654219150543213,882.4423639774323,1.1,10,20,2,6
12,'2025-01-31 02:10:38,'2025-01-31 02:11:58,3.78,65,9.677806854248047,962.6589865684509,1.1,10,20,2,6
13,'2025-01-31 02:11:58,'2025-01-31 02:13:18,3.81,65,9.672223329544067,1042.8912045955658,1.1,10,20,2,6
14,'2025-01-31 02:13:18,'2025-01-31 02:14:39,3.8,65,9.787727117538452,1123.1765491962433,1.1,10,20,2,6
15,'2025-01-31 02:14:39,'2025-01-31 02:15:59,3.78,65,9.710801601409912,1203.37024974823,1.1,10,20,2,6
16,'2025-01-31 02:15:59,'2025-01-31 02:17:19,3.8,65,9.628078937530518,1283.5527729988098,1.1,10,20,2,6
17,'2025-01-31 02:17:19,'2025-01-31 02:18:39,3.76,65,9.738807916641235,1363.7801971435547,1.11,10,20,2,6
18,'2025-01-31 02:18:39,'2025-01-31 02:19:59,3.77,65,9.737566709518433,1443.9952125549316,1.1,10,20,2,6
19,'2025-01-31 02:19:59,'2025-01-31 02:21:20,3.8,65,9.85474944114685,1524.3336262702942,1.1,10,20,2,6
20,'2025-01-31 02:21:20,'2025-01-31 02:22:40,3.84,65,9.665140151977539,1604.597160577774,1.11,10,20,2,6
1,'2025-01-31 02:22:40,'2025-01-31 02:24:00,3.3,65,9.723337888717651,79.70397448539734,1.1,10,0,2,6
2,'2025-01-31 02:24:00,'2025-01-31 02:25:19,3.28,65,9.648240089416504,159.3351230621338,1.1,10,0,2,6
3,'2025-01-31 02:25:19,'2025-01-31 02:26:39,3.3,65,9.763460636138916,239.14664697647095,1.1,10,0,2,6
4,'2025-01-31 02:26:39,'2025-01-31 02:27:59,3.28,65,9.629318475723267,318.72793674468994,1.1,10,0,2,6
5,'2025-01-31 02:27:59,'2025-01-31 02:29:18,3.29,65,9.673973798751831,398.362811088562,1.1,10,0,2,6
6,'2025-01-31 02:29:18,'2025-01-31 02:30:38,3.29,65,9.750062465667725,478.1189475059509,1.1,10,0,2,6
7,'2025-01-31 02:30:38,'2025-01-31 02:31:58,3.28,65,9.704315662384033,557.7868499755859,1.1,10,0,2,6
8,'2025-01-31 02:31:58,'2025-01-31 02:33:18,3.3,65,9.648455619812012,637.4229609966278,1.11,10,0,2,6
9,'2025-01-31 02:33:18,'2025-01-31 02:34:37,3.27,65,9.790948867797852,717.1808938980103,1.1,10,0,2,6
10,'2025-01-31 02:34:37,'2025-01-31 02:35:57,3.3,65,9.708548307418823,796.9045195579529,1.1,10,0,2,6
11,'2025-01-31 02:35:57,'2025-01-31 02:37:17,3.29,65,9.713079929351807,876.5981004238129,1.1,10,0,2,6
12,'2025-01-31 02:37:17,'2025-01-31 02:38:36,3.28,65,9.701008796691895,956.2793867588043,1.1,10,0,2,6
13,'2025-01-31 02:38:36,'2025-01-31 02:39:56,3.28,65,9.791267156600952,1036.0833599567413,1.1,10,0,2,6
14,'2025-01-31 02:39:56,'2025-01-31 02:41:16,3.31,65,9.692793130874634,1115.7654566764832,1.1,10,0,2,6
15,'2025-01-31 02:41:16,'2025-01-31 02:42:36,3.32,65,9.726753234863281,1195.5370836257935,1.1,10,0,2,6
16,'2025-01-31 02:42:36,'2025-01-31 02:43:55,3.28,65,9.707897186279297,1275.220985174179,1.1,10,0,2,6
17,'2025-01-31 02:43:55,'2025-01-31 02:45:15,3.28,65,9.713656425476074,1354.949872493744,1.1,10,0,2,6
18,'2025-01-31 02:45:15,'2025-01-31 02:46:35,3.29,65,9.677650928497314,1434.6211824417114,1.1,10,0,2,6
19,'2025-01-31 02:46:35,'2025-01-31 02:47:54,3.3,65,9.600513458251953,1514.2117013931274,1.1,10,0,2,6
20,'2025-01-31 02:47:54,'2025-01-31 02:49:14,3.29,65,9.670441150665283,1593.9210720062256,1.1,10,0,2,6
1,'2025-01-31 02:49:14,'2025-01-31 02:50:34,3.81,65,9.70211672782898,80.26393961906433,1.1,10,15,2,7
2,'2025-01-31 02:50:34,'2025-01-31 02:51:54,3.78,65,9.652488470077515,160.39000535011292,1.1,10,15,2,7
3,'2025-01-31 02:51:54,'2025-01-31 02:53:15,3.8,65,9.719763994216919,240.634263753891,1.1,10,15,2,7
4,'2025-01-31 02:53:15,'2025-01-31 02:54:35,3.79,65,9.689026832580566,320.82232666015625,1.1,10,15,2,7
5,'2025-01-31 02:54:35,'2025-01-31 02:55:55,3.79,65,9.644639253616333,401.0048680305481,1.1,10,15,2,7
6,'2025-01-31 02:55:55,'2025-01-31 02:57:15,3.81,65,9.690189599990845,481.23487615585327,1.1,10,15,2,7
7,'2025-01-31 02:57:15,'2025-01-31 02:58:35,3.79,65,9.722943305969238,561.4614996910095,1.1,10,15,2,7
8,'2025-01-31 02:58:35,'2025-01-31 02:59:56,3.81,65,9.722990989685059,641.7068915367126,1.1,10,15,2,7
9,'2025-01-31 02:59:56,'2025-01-31 03:01:16,3.76,65,9.678391218185425,721.8779158592224,1.1,10,15,2,7
10,'2025-01-31 03:01:16,'2025-01-31 03:02:36,3.8,65,9.677411079406738,802.1078505516052,1.11,10,15,2,7
11,'2025-01-31 03:02:36,'2025-01-31 03:03:56,3.81,65,9.660608530044556,882.2659904956818,1.1,10,15,2,7
12,'2025-01-31 03:03:56,'2025-01-31 03:05:16,3.78,65,9.699341297149658,962.4626376628876,1.1,10,15,2,7
13,'2025-01-31 03:05:16,'2025-01-31 03:06:37,3.81,65,9.712325811386108,1042.6874375343323,1.1,10,15,2,7
14,'2025-01-31 03:06:37,'2025-01-31 03:07:57,3.9,65,9.787858247756958,1123.1307079792023,1.1,10,15,2,7
15,'2025-01-31 03:07:57,'2025-01-31 03:09:17,3.79,65,9.684645891189575,1203.3129255771637,1.11,10,15,2,7
16,'2025-01-31 03:09:17,'2025-01-31 03:10:37,3.79,65,9.652021408081055,1283.4620769023895,1.1,10,15,2,7
17,'2025-01-31 03:10:37,'2025-01-31 03:11:58,3.78,65,9.732837438583374,1363.7039263248444,1.11,10,15,2,7
18,'2025-01-31 03:11:58,'2025-01-31 03:13:18,3.79,65,9.667999982833862,1443.8690009117126,1.11,10,15,2,7
19,'2025-01-31 03:13:18,'2025-01-31 03:14:38,3.82,65,9.640555381774902,1524.0570831298828,1.1,10,15,2,7
20,'2025-01-31 03:14:38,'2025-01-31 03:15:58,3.77,65,9.698188781738281,1604.2715306282043,1.11,10,15,2,7
1,'2025-01-31 03:15:58,'2025-01-31 03:17:18,3.79,65,9.658743619918823,80.12793898582458,1.1,10,20,2,7
2,'2025-01-31 03:17:18,'2025-01-31 03:18:39,3.77,65,9.795899152755737,160.38263773918152,1.1,10,20,2,7
3,'2025-01-31 03:18:39,'2025-01-31 03:19:59,3.81,65,9.683255910873413,240.58792543411255,1.11,10,20,2,7
4,'2025-01-31 03:19:59,'2025-01-31 03:21:19,3.79,65,9.69028353691101,320.8039081096649,1.11,10,20,2,7
5,'2025-01-31 03:21:19,'2025-01-31 03:22:39,3.82,65,9.734349966049194,401.0408504009247,1.11,10,20,2,7
6,'2025-01-31 03:22:39,'2025-01-31 03:24:00,3.77,65,9.726769208908081,481.2285809516907,1.11,10,20,2,7
7,'2025-01-31 03:24:00,'2025-01-31 03:25:20,3.81,65,9.750258445739746,561.4909756183624,1.11,10,20,2,7
8,'2025-01-31 03:25:20,'2025-01-31 03:26:40,3.78,65,9.702392816543579,641.6914899349213,1.1,10,20,2,7
9,'2025-01-31 03:26:40,'2025-01-31 03:28:00,3.78,65,9.74279236793518,721.9502446651459,1.11,10,20,2,7
10,'2025-01-31 03:28:00,'2025-01-31 03:29:20,3.81,65,9.698120594024658,802.1933832168579,1.11,10,20,2,7
11,'2025-01-31 03:29:20,'2025-01-31 03:30:41,3.83,65,9.712346315383911,882.4351198673248,1.1,10,20,2,7
12,'2025-01-31 03:30:41,'2025-01-31 03:32:01,3.78,65,9.63440990447998,962.5499293804169,1.11,10,20,2,7
13,'2025-01-31 03:32:01,'2025-01-31 03:33:21,3.77,65,9.63575291633606,1042.6964573860168,1.11,10,20,2,7
14,'2025-01-31 03:33:21,'2025-01-31 03:34:41,3.79,65,9.66476845741272,1122.8890161514282,1.1,10,20,2,7
15,'2025-01-31 03:34:41,'2025-01-31 03:36:01,3.76,65,9.677749156951904,1203.0166766643524,1.11,10,20,2,7
16,'2025-01-31 03:36:01,'2025-01-31 03:37:21,3.81,65,9.683867692947388,1283.1949667930603,1.11,10,20,2,7
17,'2025-01-31 03:37:21,'2025-01-31 03:38:42,3.8,65,9.829305410385132,1363.5051980018616,1.11,10,20,2,7
18,'2025-01-31 03:38:42,'2025-01-31 03:40:02,3.78,65,9.663756847381592,1443.6580562591553,1.1,10,20,2,7
19,'2025-01-31 03:40:02,'2025-01-31 03:41:22,3.8,65,9.636851072311401,1523.8721737861633,1.1,10,20,2,7
20,'2025-01-31 03:41:22,'2025-01-31 03:42:42,3.77,65,9.703081130981445,1604.0810234546661,1.11,10,20,2,7
1,'2025-01-31 03:42:42,'2025-01-31 03:44:02,3.3,65,9.759758710861206,79.78894996643066,1.11,10,0,2,7
2,'2025-01-31 03:44:02,'2025-01-31 03:45:22,3.25,65,9.657166004180908,159.39428615570068,1.11,10,0,2,7
3,'2025-01-31 03:45:22,'2025-01-31 03:46:41,3.27,65,9.700108051300049,239.0617561340332,1.1,10,0,2,7
4,'2025-01-31 03:46:41,'2025-01-31 03:48:01,3.27,65,9.759957075119019,318.8166923522949,1.11,10,0,2,7
5,'2025-01-31 03:48:01,'2025-01-31 03:49:21,3.28,65,9.64669942855835,398.43175864219666,1.11,10,0,2,7
6,'2025-01-31 03:49:21,'2025-01-31 03:50:40,3.27,65,9.710182666778564,478.10467171669006,1.1,10,0,2,7
7,'2025-01-31 03:50:40,'2025-01-31 03:52:00,3.28,65,9.749316930770874,557.8414077758789,1.11,10,0,2,7
8,'2025-01-31 03:52:00,'2025-01-31 03:53:20,3.28,65,9.722010135650635,637.5404362678528,1.11,10,0,2,7
9,'2025-01-31 03:53:20,'2025-01-31 03:54:40,3.29,65,9.70093584060669,717.2612860202789,1.1,10,0,2,7
10,'2025-01-31 03:54:40,'2025-01-31 03:55:59,3.31,65,9.640553951263428,796.9124567508698,1.1,10,0,2,7
11,'2025-01-31 03:55:59,'2025-01-31 03:57:19,3.3,65,9.634591817855835,876.5751738548279,1.11,10,0,2,7
12,'2025-01-31 03:57:19,'2025-01-31 03:58:39,3.27,65,9.604708671569824,956.1390533447266,1.1,10,0,2,7
13,'2025-01-31 03:58:39,'2025-01-31 03:59:58,3.29,65,9.71799612045288,1035.8686573505402,1.11,10,0,2,7
14,'2025-01-31 03:59:58,'2025-01-31 04:01:18,3.26,65,9.69364619255066,1115.528796672821,1.11,10,0,2,7
15,'2025-01-31 04:01:18,'2025-01-31 04:02:38,3.27,65,9.676446914672852,1195.2073621749878,1.1,10,0,2,7
16,'2025-01-31 04:02:38,'2025-01-31 04:03:57,3.25,65,9.7429940700531,1274.9092741012573,1.11,10,0,2,7
17,'2025-01-31 04:03:57,'2025-01-31 04:05:17,3.31,65,9.701741218566895,1354.6452567577362,1.1,10,0,2,7
18,'2025-01-31 04:05:17,'2025-01-31 04:06:37,3.28,65,9.693594217300415,1434.322907924652,1.1,10,0,2,7
19,'2025-01-31 04:06:37,'2025-01-31 04:07:56,3.29,65,9.693111419677734,1514.0023908615112,1.11,10,0,2,7
20,'2025-01-31 04:07:56,'2025-01-31 04:09:16,3.38,65,9.744184494018555,1593.8508479595184,1.11,10,0,2,7
